centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;dat_codigo;dat_nombre;direccion_coor_x;direccion_coor_y;bilingue_idioma;british;seccion_ling_ingles;seccion_ling_frances;seccion_ling_aleman
28033539;ALAMEDA DE OSUNA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;450060;4479021;IN;;;S;
28033621;ANTONIO MACHADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;467160;4480678;IN;;;;
28033655;CASTILLA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446460;4488308;IN;;;;
28033680;GABRIEL GARCIA MARQUEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;439233;4495545;IN;;;;
28033692;SENECA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;452548;4474930;IN;;;;
28033783;CONCEPCION ARENAL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;439466;4462722;IN;;;;
28033837;FEDERICO GARCIA LORCA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;435712;4501335;IN;;;;
28033928;COMPLEJO ESCOLAR PRINCIPE FELIPE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;440598;4481306;IN;;;;
28034040;VICENTE ALEIXANDRE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;426305;4482786;IN;;;;
28034052;MIGUEL HERNANDEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;455409;4475157;IN;;;;
28034076;PINOCHO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;459905;4479530;IN;;;;
28034091;ROSA CHACEL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;414153;4498363;IN;;;;
28034118;ZURBARAN;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;1;Madrid-Norte;434712;4502543;IN;;;;
28034933;NUEVA CASTILLA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;448441;4469692;IN;;;;
28034994;CASTILLA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;432360;4450216;IN;;;;
28035044;NAZARET;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;446873;4475379;IN;;;;
28035317;JOSE LUIS SAMPEDRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;440112;4495680;IN;;S;;
28035342;LA DEHESILLA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;411865;4510130;IN;;;;
28035366;MIRAFLORES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;445927;4488634;IN;;;;
28035391;CARMEN HERNANDEZ GUARCH;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;439321;4495977;;S;;;
28035421;CLARA CAMPOAMOR;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;432492;4460359;IN;;;;
28035433;POETISA CELIA VIÑAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;431369;4458901;IN;;;;
28035494;CARMEN CONDE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;435701;4464344;IN;;;;
28035512;BLAS DE OTERO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;448058;4470225;IN;;;;
28035524;ASTURIAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;445452;4470465;IN;;;;
28035548;PARQUE EUGENIA DE MONTIJO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;436138;4470025;IN;;;;
28035551;FEDERICO GARCIA LORCA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;427464;4480307;IN;;;;
28035585;VICENTE ALEIXANDRE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;427158;4463263;IN;;;;
28035603;JUAN OCAÑA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;424813;4464268;IN;;;;
28035615;ALFONSO R. CASTELAO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;425291;4463833;IN;;;;
28035676;LA ESCUELA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;453451;4467567;IN;;;;
28035691;INFANTAS ELENA Y CRISTINA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;447618;4488321;IN;;;;
28035895;GINER DE LOS RIOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;461097;4477140;IN;;;;
28036450;CENTRO IBN GABIROL COLEGIO ESTRELLA TOLEDANO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;1;Madrid-Norte;446693;4486411;IN;;;;
28036474;JUAN DE VALDES;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;448245;4475266;IN;;;;
28036991;ANGEL CORELLA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;436419;4500797;IN;;;;
28037004;ENRIQUE TIERNO GALVAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;434348;4463239;IN;;;;
28037031;ANTONIO DOMINGUEZ ORTIZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446064;4471127;IN;;;;
28037041;JOAQUÍN RODRIGO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;447900;4473352;IN;;;;
28037089;DIEGO VELAZQUEZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;420818;4492625;IN;;;S;
28037201;CALDERON DE LA BARCA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;450495;4480160;IN;;;;
28037405;FUENTELARREYNA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;438189;4481744;IN;;;;
28037508;LUIS BUÑUEL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;445624;4489106;IN;;;;
28037521;FERNANDO DE LOS RIOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;429389;4465962;IN;;;;
28037545;LOPE DE VEGA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;433029;4459491;IN;;;;
28037557;BLAS DE OTERO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;452166;4475552;IN;;;;
28037636;LEON FELIPE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;435625;4464512;IN;;;;
28037648;GARCILASO DE LA VEGA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;446250;4479781;IN;;;;
28037673;PABLO SARASATE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;425647;4464390;IN;;;;
28037740;ANTONIO BUERO VALLEJO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;445866;4489260;IN;;;;
28037961;FUENLABRADA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;432632;4460468;IN;;;;
28037971;ESPIRITU SANTO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;444334;4475256;IN;;;;
28038069;PROFESOR TIERNO GALVAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446668;4487894;IN;;;;
28038070;VIRGEN DE LA PAZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;444539;4486145;IN;;;;
28038136;MIGUEL DE CERVANTES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;439892;4495528;IN;;;;
28038151;RAFAEL ALBERTI;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;452101;4475633;IN;;;;
28038197;ROSALIA DE CASTRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;436861;4461483;IN;;;;
28038203;MANUEL NUÑEZ DE ARENAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;436519;4460352;IN;;;;
28038252;JOAN MIRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;435121;4465516;IN;;;;
28038276;ANDRES SEGOVIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;436633;4464678;IN;;;;
28038306;SIGLO XXI;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;435127;4465592;IN;;;;
28038318;ALHAMBRA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;438375;4481539;IN;;;;
28038343;MIRASIERRA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;439583;4482628;IN;;;;
28038355;MIRASIERRA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439389;4482506;IN;;;;
28038379;ISLAS FILIPINAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439679;4476905;IN;;;;
28038446;NARCIS MONTURIOL;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;433938;4455055;IN;;;;
28038461;ENRIQUE TIERNO GALVAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;455465;4474321;IN;;;;
28038471;FUENTE SANTA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;447436;4489122;IN;;;;
28038562;ALKOR;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;428753;4466135;IN;;;;
28038586;N.I.L.E.;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;431682;4460756;IN;;;;
28038598;ALTAMIRA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;432760;4460814;IN;;;;
28038616;JAIME FERRAN CLUA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;455798;4473919;IN;;;;
28038801;MARIA DE MOLINA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;433785;4469968;;;;S;
28038823;ISAAC NEWTON;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;438746;4480509;IN;;;;
28038847;SEVERO OCHOA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;444569;4486071;IN;;;;
28038859;PARQUE DE LISBOA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;431036;4467006;IN;;S;;
28038860;LA SERNA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;432507;4460914;IN;;;;
28038884;CLARA CAMPOAMOR;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;427507;4464739;IN;;;;
28038896;VELAZQUEZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;425918;4464810;IN;;;;
28038914;CAMILO JOSE CELA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;430486;4476825;IN;;;S;
28039037;ALPAJES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;449352;4431819;IN;;;;
28039074;BENITO PEREZ GALDOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;433076;4460206;IN;;;;
28039086;JULIAN BESTEIRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;444052;4463906;IN;;;;
28039128;MARIA DE ZAYAS Y SOTOMAYOR;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;427303;4481027;IN;;;;
28039244;LAS ACACIAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;432276;4476853;IN;;;;
28039347;INFANTA ELENA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;430656;4476781;IN;;;;
28039359;ANTONIO MACHADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;434342;4501688;IN;;;;
28039384;TIERNO GALVAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;440554;4494635;IN;;;;
28039669;SANTO DOMINGO;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;450685;4497691;IN;;;;
28039700;JOSEFINA ALDECOA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;430644;4467670;IN;;;;
28039815;ENRIQUE TIERNO GALVAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;436330;4459884;IN;;;;
28039827;LAGUNA DE JOATZEL;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;439505;4462569;IN;;S;;
28039839;ISAAC ALBENIZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;436847;4465814;IN;;S;;
28039840;MARQUES DE SUANZES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446960;4477284;IN;;;S;
28039888;GABRIEL GARCIA MARQUEZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446131;4480101;IN;;;S;
28039891;VILLABLANCA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;449068;4472993;IN;;;;
28039955;EUROPA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;458965;4471225;IN;;;;
28039967;ANDRES SEGOVIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;427550;4463723;IN;;;;
28039980;PRINCIPE DE ASTURIAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;427063;4463018;IN;;;;
28039992;LOS ROSALES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;426018;4465388;;;;S;
28040003;BENJAMIN RUA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;425978;4465445;IN;;;;
28040015;VICTORIA KENT;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;454311;4468522;IN;;;;
28040027;LUIS DE GONGORA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;459903;4477814;IN;;;S;
28040039;LAURA GARCIA NOBLEJAS Y BRUNET;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;423102;4468339;IN;;;;
28040556;MANUEL BARTOLOME COSSIO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;432564;4459072;IN;;;;
28040611;AL-SATT;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;456928;4494195;IN;;;;
28040660;ALDEBARAN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;444057;4488252;IN;;;;
28040672;GUSTAVO ADOLFO BECQUER;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;456928;4494195;IN;;;;
28040702;LEON FELIPE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;437734;4461273;IN;;;;
28040714;DE GUADARRAMA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;408024;4502165;IN;;;;
28040751;VILLA DE VALLECAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446969;4469551;IN;;S;;
28040787;EL BURGO-IGNACIO ECHEVERRÍA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;425171;4482324;IN;;;;
28040799;JULIO PALACIOS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;447655;4488271;IN;;;;
28040866;ROSALIA DE CASTRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;427142;4480753;IN;;;;
28040891;JOAQUIN BLUME;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;460119;4477379;IN;;;;
28041354;AGORA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;445609;4489257;IN;;;;
28041366;EL PINAR;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;429974;4465799;IN;;;;
28041378;PROFESOR MAXIMO TRUEBA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;425185;4473217;IN;;S;;
28041433;JUANA DE CASTILLA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446275;4472184;IN;;;;
28041445;MIGUEL DELIBES;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;458918;4471227;IN;;;;
28041494;LAS LAGUNAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;453482;4468126;IN;;;;
28041512;CALATALIFA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;423389;4467516;IN;;;;
28041536;TORRENTE BALLESTER;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;434349;4455050;IN;;;;
28041597;LAS CANTERAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415452;4499222;IN;;;S;
28041640;JOSE BERGAMIN GUTIERREZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;424952;4476226;;S;;;
28041731;ANTONIO MACHADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;414519;4497883;IN;;;;
28041743;FELIX RODRIGUEZ DE LA FUENTE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;453357;4474738;;S;;;
28041767;ROSA LUXEMBURGO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;434580;4477988;IN;;;;
28041792;LOS ALMENDROS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;454873;4469141;IN;;;;
28041895;CENTRO EDUCATIVO ZOLA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;418831;4479926;IN;;;;
28042012;MARIA GUERRERO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;415056;4497533;IN;;;;
28042048;JOAQUIN ARAUJO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;433020;4458926;IN;;S;;
28042073;MARGARITA SALAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;426465;4479740;IN;;;;
28042085;ANTONIO GALA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;425006;4463893;IN;;;;
28042103;PINTOR ANTONIO LOPEZ;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;440561;4494858;IN;;;S;
28042139;ALHUCEMA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;432153;4460994;IN;;;;
28042152;MIGUEL DE CERVANTES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;414896;4497484;IN;;;;
28042656;CLARA DEL REY;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;443659;4477517;IN;;;;
28042671;ANTONIO DE NEBRIJA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;427520;4462730;IN;;;;
28042796;EL QUIJOTE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;447001;4469494;;S;;;
28042802;VALDERREY;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;457733;4494766;IN;;;;
28042814;LOS JARALES-MONTERROZAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;423397;4485836;IN;;;;
28042826;CIUDAD DE COLUMBIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;439388;4496148;IN;;;;
28043016;PABLO PICASSO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;440970;4454428;IN;;;;
28043028;JUAN DE MAIRENA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;446241;4488874;;;;S;
28043031;GINER DE LOS RIOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;434259;4455184;IN;;;;
28043041;VIRGEN DE VALDERRABE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;458038;4493409;IN;;;;
28043223;COLEGIO DIOCESANO CRISTO DE LA GUIA;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;5;Madrid-Capital;447929;4473487;IN;;;;
28043387;ANTONIO OSUNA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;440588;4493763;IN;;;;
28044306;CARMEN CONDE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;422869;4487022;IN;;;;
